,user_id,rec
911,1196,"[1096458, 1082185, 1057011, 885023, 1106523]"
912,1197,"[1082185, 856252, 1029743, 963835, 1034176]"
913,1198,"[1005274, 1054539, 1075368, 1106523, 1029743]"
914,1201,"[907099, 1029743, 979707, 1070820, 986912]"
915,1202,"[7025202, 845208, 825703, 1082185, 1048257]"
916,1203,"[1027068, 1035676, 846823, 1068292, 1044078]"
917,1204,"[917033, 1106523, 1087102, 926905, 1082185]"
918,1205,"[5585510, 870547, 983584, 5592931, 1082185]"
919,1206,"[1082185, 970605, 1029743, 951190, 13189726]"
920,1207,"[1106523, 1029743, 1082185, 1126899, 899624]"
921,1208,"[1098284, 890610, 1082141, 1106523, 1082185]"
922,1209,"[1029743, 986912, 5569230, 1126899, 1082185]"
923,1211,"[963971, 925862, 5585510, 945662, 9835903]"
924,1213,"[1029743, 1126899, 940947, 885697, 1082185]"
925,1215,"[1106523, 1029743, 1126899, 1082185, 1070820]"
926,1216,"[835973, 946995, 5569230, 1106523, 868909]"
927,1217,"[947201, 862799, 1072968, 1025611, 12384775]"
928,1218,"[1082185, 1029743, 862799, 1027168, 961979]"
929,1219,"[1082185, 1029743, 844179, 986912, 1126899]"
930,1221,"[1029743, 1019643, 1004906, 979707, 1106523]"
931,1222,"[1082185, 837644, 5568489, 909714, 916122]"
932,1223,"[1029743, 1082185, 1106523, 1070820, 1014948]"
933,1224,"[8357613, 934639, 1103105, 1082185, 865456]"
934,1225,"[1068719, 949965, 1106523, 1004906, 5592931]"
935,1226,"[1082185, 951412, 879876, 856252, 940947]"
936,1227,"[862070, 1136524, 1082185, 823721, 1098248]"
937,1228,"[1082185, 1068719, 1022254, 976199, 899624]"
938,1229,"[1082185, 1037332, 951412, 933835, 916122]"
939,1231,"[1082185, 870547, 955431, 8090541, 1029743]"
940,1234,"[947201, 1082185, 854496, 1051211, 13506200]"
941,1236,"[5569230, 965766, 8090521, 1082185, 1126899]"
942,1238,"[890610, 1068719, 1029743, 834826, 1082185]"
943,1239,"[845265, 1106523, 1029743, 1082185, 1103105]"
944,1240,"[1082185, 1057102, 979707, 1051516, 1070820]"
945,1244,"[899019, 1082185, 1029743, 1106523, 916122]"
946,1245,"[964521, 951412, 1138467, 1102949, 1082185]"
947,1246,"[964521, 1082185, 1076056, 1046587, 1106523]"
948,1247,"[1082185, 837644, 1029743, 1022254, 862335]"
949,1248,"[866755, 925862, 1056492, 1082185, 863885]"
950,1250,"[910032, 1082185, 1029743, 979707, 1106523]"
951,1251,"[1082185, 986912, 1070820, 1106523, 1029743]"
952,1252,"[925862, 1082185, 863632, 1106523, 1070820]"
953,1255,"[1126899, 1082185, 1029743, 986912, 1070820]"
954,1256,"[1082185, 979707, 5568447, 933835, 944836]"
955,1258,"[1082185, 849202, 985889, 1106523, 1051211]"
956,1259,"[6533608, 1082185, 1029743, 1126899, 844179]"
957,1260,"[1082185, 1102949, 833724, 839243, 9677366]"
958,1261,"[907625, 1082185, 7441419, 834826, 1029743]"
959,1263,"[12262778, 1082185, 986912, 1022254, 1029743]"
960,1264,"[916990, 952972, 1083787, 939546, 10150194]"
961,1265,"[1101010, 1054402, 1082185, 1106523, 827656]"
962,1266,"[1094308, 1008547, 1082185, 12810391, 1106523]"
963,1267,"[1082185, 12171656, 1055425, 1098844, 916122]"
964,1268,"[7168058, 1082185, 955431, 967461, 1069003]"
965,1269,"[899624, 827919, 848319, 5592931, 1082185]"
966,1270,"[1082185, 1005274, 899624, 845208, 1004906]"
967,1271,"[1082185, 864279, 977658, 1138467, 899624]"
968,1272,"[1082185, 856252, 999198, 915493, 1029743]"
969,1273,"[1082185, 1106523, 979707, 866211, 850102]"
970,1274,"[1082185, 865528, 944836, 1075214, 1103105]"
971,1277,"[869047, 837304, 1015785, 5592610, 1006483]"
972,1279,"[895166, 1082185, 999714, 965766, 1106523]"
973,1281,"[1131344, 1082185, 9833277, 9835408, 5592261]"
974,1282,"[1068719, 899624, 1106523, 1029743, 1044078]"
975,1284,"[835618, 1002850, 1068719, 899624, 1082185]"
976,1285,"[1082185, 910032, 12171656, 947201, 970605]"
977,1287,"[1101010, 830503, 12349795, 1042438, 1082185]"
978,1288,"[870547, 6039859, 897954, 1082185, 1029743]"
979,1289,"[1055155, 870547, 1029743, 5569230, 1082185]"
980,1290,"[934639, 979707, 1004906, 1082185, 1106523]"
981,1291,"[1101010, 1082185, 8357613, 1029743, 851188]"
982,1292,"[1029743, 1106523, 1082185, 1126899, 1070820]"
983,1293,"[1004906, 1082185, 1025611, 1029743, 1106523]"
984,1294,"[9884698, 935393, 871680, 976199, 1096458]"
985,1295,"[9487606, 1029743, 1106523, 1082185, 986912]"
986,1296,"[1082185, 891961, 1029743, 1053628, 1051211]"
987,1297,"[1082185, 1106523, 1053628, 1029743, 985999]"
988,1298,"[1138467, 931255, 896862, 1106523, 1004906]"
989,1299,"[1082185, 1029743, 979707, 1004906, 845265]"
990,1300,"[1082185, 970605, 1044078, 1029743, 1081177]"
991,1302,"[1082185, 1044078, 1029743, 5592931, 1106523]"
992,1303,"[9884698, 1042942, 1029743, 830503, 976199]"
993,1304,"[871611, 1029743, 1082185, 1106523, 1068719]"
994,1305,"[904129, 983659, 1082185, 837644, 983584]"
995,1306,"[9884698, 1082185, 1068719, 907099, 1106523]"
996,1307,"[1082185, 1029743, 1106523, 1044078, 1004906]"
997,1312,"[1126899, 1029743, 1106523, 986912, 824180]"
998,1313,"[890610, 938300, 1029743, 1082185, 5592261]"
999,1314,"[9884698, 964521, 976199, 849202, 1008032]"
1000,1316,"[1005274, 1027068, 1138467, 854496, 829001]"
1001,1317,"[5568489, 1138292, 7442008, 1138487, 1029743]"
1002,1318,"[9803810, 1082185, 8090532, 854900, 864279]"
1003,1319,"[5569845, 880150, 1106523, 1029743, 1082185]"
1004,1320,"[12731432, 1082185, 948953, 1029743, 1106523]"
1005,1321,"[1106523, 1082185, 957013, 1037337, 1029743]"
1006,1324,"[983584, 1068719, 976199, 1132771, 935393]"
1007,1325,"[1082185, 14106445, 837270, 907099, 1098844]"
1008,1326,"[1082185, 5585510, 970605, 1103105, 5590613]"
1009,1328,"[895166, 1082185, 1106523, 1029743, 1004906]"
1010,1329,"[977658, 857006, 841220, 858439, 986912]"
1011,1330,"[856252, 1042907, 1106523, 1082185, 1029743]"
1012,1331,"[1031316, 1029743, 1068719, 1055504, 845208]"
1013,1332,"[1112205, 1082185, 1062128, 979707, 1029743]"
1014,1333,"[1082185, 1055425, 883202, 7155863, 6533608]"
1015,1334,"[1029743, 1126899, 1082185, 986912, 1106523]"
1016,1335,"[835973, 878996, 8290421, 1082185, 1106523]"
1017,1336,"[856252, 916122, 7155863, 1029743, 1138443]"
1018,1337,"[1082185, 976199, 989069, 1076056, 1029743]"
1019,1338,"[1106523, 1044078, 899624, 1027168, 1029743]"
1020,1340,"[1106523, 1082185, 1126899, 986912, 1029743]"
1021,1341,"[1082185, 1029743, 1106523, 12695224, 916122]"
1022,1345,"[1042438, 1029743, 5569845, 838186, 5569230]"
1023,1346,"[1082185, 1029743, 1126899, 1106523, 1044078]"
1024,1347,"[998206, 951412, 872762, 849202, 1029743]"
1025,1350,"[1082185, 1029743, 1018007, 1106523, 872137]"
1026,1351,"[1082185, 1106523, 836445, 1014948, 831628]"
1027,1352,"[951412, 976199, 14106445, 839243, 915493]"
1028,1353,"[1132771, 13506200, 1082185, 1106523, 909129]"
1029,1354,"[12648296, 1082185, 965766, 9527159, 1041796]"
1030,1356,"[5569230, 1070820, 986912, 1126899, 1082185]"
1031,1357,"[862799, 1070820, 1082185, 1029743, 979707]"
1032,1358,"[1005274, 1082185, 5590613, 845208, 5572738]"
1033,1362,"[1056492, 1105488, 5591520, 1121393, 7168026]"
1034,1364,"[999250, 1082185, 7442180, 1029743, 1022254]"
1035,1366,"[1101010, 6463710, 1037332, 1082185, 14106445]"
1036,1367,"[1082185, 1093413, 1075214, 1048257, 919423]"
1037,1368,"[1082185, 862799, 916122, 1070820, 965766]"
1038,1369,"[1082185, 1138467, 823775, 985889, 959316]"
1039,1370,"[1082185, 1099089, 979707, 1022254, 844179]"
1040,1372,"[1082185, 5569230, 919534, 1106523, 1029743]"
1041,1373,"[1042907, 6034857, 1082185, 1106523, 1029743]"
1042,1374,"[895166, 824180, 1082185, 8273950, 871611]"
1043,1375,"[1082185, 933637, 1070820, 1106523, 1029743]"
1044,1376,"[1082185, 5592931, 8090537, 1068719, 899624]"
1045,1378,"[1082185, 849202, 5585510, 9297474, 1044759]"
1046,1379,"[1082185, 848029, 1008547, 951412, 937292]"
1047,1382,"[1096458, 1082185, 966684, 1106523, 1044078]"
1048,1383,"[5568249, 1034176, 6633273, 9527184, 909714]"
1049,1384,"[844179, 985999, 1004906, 1106523, 1082185]"
1050,1385,"[1082185, 1106523, 1042438, 1068719, 1029743]"
1051,1387,"[854133, 1017369, 891961, 869047, 844179]"
1052,1388,"[1082185, 7168058, 5569792, 5570383, 870315]"
1053,1389,"[1053628, 1082185, 5568447, 10150194, 1040346]"
1054,1390,"[851819, 995628, 1042616, 976199, 872137]"
1055,1391,"[1082185, 965772, 1098844, 1068719, 1029743]"
1056,1392,"[1068719, 1029743, 1106523, 1044078, 1082185]"
1057,1393,"[1082185, 976199, 1127179, 833724, 844179]"
1058,1394,"[1082185, 1046756, 1029743, 979707, 1011457]"
1059,1395,"[1068292, 934639, 1082185, 857006, 6533608]"
1060,1397,"[1082185, 899624, 1068719, 1106523, 1044078]"
1061,1398,"[1072523, 844179, 5569230, 1029743, 1082185]"
1062,1399,"[1082185, 1008547, 1093571, 829323, 919681]"
1063,1401,"[976199, 1029743, 844179, 1106523, 1076056]"
1064,1402,"[1008032, 1082185, 1106523, 1056509, 937292]"
1065,1404,"[1082185, 846823, 1029743, 914577, 1087102]"
1066,1405,"[976199, 5585510, 879876, 1082185, 835098]"
1067,1406,"[1082185, 948298, 943362, 826666, 1138443]"
1068,1407,"[1021324, 1029743, 1082185, 825731, 1057102]"
1069,1408,"[1029743, 1082185, 1106523, 1044078, 986912]"
1070,1409,"[1082185, 1042438, 5569230, 937292, 8090513]"
1071,1410,"[1029743, 986912, 1082185, 1106523, 1126899]"
1072,1412,"[1082185, 1131488, 1029743, 1051211, 1078652]"
1073,1413,"[1051323, 1126899, 1082185, 5569230, 1070820]"
1074,1414,"[986912, 1126899, 1106523, 1029743, 1082185]"
1075,1415,"[1126899, 1106523, 986912, 1029743, 1070820]"
1076,1417,"[1068719, 938138, 899624, 896613, 1029743]"
1077,1418,"[1082185, 956672, 1029743, 1008547, 1137284]"
1078,1419,"[895166, 1093413, 1082185, 976199, 1130375]"
1079,1420,"[1123106, 1082185, 1029743, 845208, 868683]"
1080,1421,"[1082185, 1029743, 1005274, 6534480, 844179]"
1081,1423,"[895166, 5981267, 1044078, 1106523, 1068719]"
1082,1424,"[1082185, 979707, 1056005, 1029743, 12731432]"
1083,1425,"[1101010, 1082185, 8090537, 890610, 1029743]"
1084,1426,"[6534480, 8090537, 1029743, 8090521, 919534]"
1085,1427,"[1138467, 1005274, 910109, 1013167, 1135552]"
1086,1428,"[1068719, 1076056, 1082185, 1029743, 1076580]"
1087,1429,"[1126899, 1082185, 1070820, 1100972, 986912]"
1088,1430,"[1082185, 1132771, 959316, 1068719, 902396]"
1089,1431,"[1021324, 998119, 934399, 832678, 1106523]"
1090,1433,"[1029743, 1126899, 1106523, 986912, 1082185]"
1091,1434,"[1091520, 820321, 908283, 1042616, 1050482]"
1092,1437,"[1082185, 1021324, 892314, 1029743, 1068719]"
1093,1440,"[1106523, 1082185, 1056509, 916122, 983584]"
1094,1443,"[1082185, 1029743, 1004906, 906844, 1037863]"
1095,1445,"[1082185, 1029743, 862335, 1017369, 951412]"
1096,1446,"[1029743, 1082185, 1106523, 1126899, 1037863]"
1097,1447,"[1126899, 986912, 1019637, 1082185, 1029743]"
1098,1450,"[986912, 1029743, 1126899, 1082185, 1070820]"
1099,1451,"[1082185, 1005274, 1094308, 1027168, 825731]"
1100,1452,"[1082185, 1008032, 1029743, 870547, 1025611]"
1101,1453,"[1082185, 5569845, 979707, 852856, 930118]"
1102,1454,"[1082185, 951412, 1029743, 976199, 832678]"
1103,1457,"[1082185, 1106523, 1092885, 863447, 1029743]"
1104,1458,"[976199, 933067, 1082185, 1128016, 949784]"
1105,1459,"[918046, 6534480, 830503, 12262778, 1096794]"
1106,1460,"[892314, 835973, 866211, 1126899, 1106523]"
1107,1461,"[1082185, 921504, 892503, 1025611, 1046756]"
1108,1462,"[1082185, 1131382, 1080853, 14106445, 1029743]"
1109,1463,"[1037332, 986912, 1029743, 1106523, 1082185]"
1110,1465,"[824180, 6391381, 976199, 1029743, 1082185]"
1111,1467,"[823775, 1082185, 1042438, 1067695, 8090539]"
1112,1470,"[1082185, 1029743, 1070820, 1068719, 1087102]"
1113,1471,"[1126899, 1082185, 1106523, 1029743, 986912]"
1114,1473,"[951412, 1082185, 885023, 948086, 1098844]"
1115,1474,"[1021519, 1031316, 1082185, 1027068, 9487606]"
1116,1475,"[1082185, 1046756, 845208, 970747, 1004906]"
1117,1476,"[9677366, 1135552, 8090513, 5570383, 907099]"
1118,1477,"[1029743, 1126899, 1106523, 1082185, 986912]"
1119,1479,"[1082185, 898466, 1027068, 1029743, 820301]"
1120,1481,"[7166865, 1055425, 7409874, 998206, 1029743]"
1121,1483,"[1082185, 1016276, 864335, 1029743, 1004906]"
1122,1484,"[1082185, 925862, 1003649, 1137688, 995628]"
1123,1485,"[953561, 863632, 1106523, 1082185, 1029743]"
1124,1486,"[902396, 6533362, 6533608, 9527184, 1106523]"
1125,1487,"[1029743, 839243, 12811532, 951197, 1082185]"
1126,1488,"[1082185, 844697, 1067749, 904236, 1130458]"
1127,1489,"[1029743, 1068719, 9884698, 916122, 1101010]"
1128,1490,"[851819, 934639, 1042438, 1068292, 12648296]"
1129,1491,"[1082185, 925862, 10150194, 844179, 854496]"
1130,1492,"[895166, 976199, 1082185, 1029743, 1068719]"
1131,1493,"[1040346, 1029743, 1106523, 1126899, 1082185]"
1132,1494,"[1082185, 1068719, 1029743, 1044078, 844179]"
1133,1495,"[895166, 1004390, 869047, 1123842, 1068719]"
1134,1498,"[1004390, 885023, 872137, 1092303, 1082185]"
1135,1499,"[14106445, 1082185, 1120928, 872137, 1106091]"
1136,1500,"[1106523, 1029743, 1070820, 1122358, 986912]"
1137,1501,"[1082185, 7155863, 1015785, 856252, 1116741]"
1138,1502,"[1085983, 1106523, 1037840, 1082185, 1029743]"
1139,1503,"[1123106, 1082185, 1106523, 1126899, 979707]"
1140,1505,"[1109615, 1043920, 959316, 918046, 1082185]"
1141,1506,"[917816, 869047, 844179, 1044078, 952972]"
1142,1507,"[923789, 1082185, 936355, 5592931, 819978]"
1143,1508,"[951412, 872137, 1029743, 1082185, 1122358]"
1144,1509,"[1082185, 1029743, 1090931, 1042438, 1098844]"
1145,1510,"[1138467, 1082185, 1005456, 839243, 865026]"
1146,1511,"[895930, 1101010, 964521, 5564901, 1068719]"
1147,1512,"[986912, 1082185, 1029743, 1126899, 1106523]"
1148,1513,"[1015785, 5592931, 1106523, 1082185, 1029743]"
1149,1514,"[1082185, 1029743, 1027168, 1106523, 906335]"
1150,1515,"[1029743, 1126899, 1082185, 1070820, 1106523]"
1151,1517,"[1082185, 1029743, 10150194, 862799, 866211]"
1152,1518,"[6424472, 863447, 1106523, 1082185, 844179]"
1153,1519,"[1056492, 944836, 1106523, 1008547, 1082185]"
1154,1520,"[1131382, 5577022, 1042907, 1058404, 1029743]"
1155,1525,"[1068719, 1029743, 1106523, 8090537, 976199]"
1156,1526,"[1109778, 865026, 887474, 890610, 1082185]"
1157,1527,"[1082185, 1029743, 951412, 1068719, 862335]"
1158,1528,"[1082185, 1029743, 916122, 1106523, 899624]"
1159,1529,"[945244, 1082185, 1106523, 844179, 1113274]"
1160,1530,"[857006, 6548453, 848319, 1029743, 1082185]"
1161,1531,"[1106523, 1126899, 1082185, 1029743, 1070820]"
1162,1532,"[1029743, 986912, 1070820, 1126899, 1082185]"
1163,1533,"[1082185, 1126899, 986912, 1029743, 1106523]"
1164,1534,"[1082185, 1004436, 869728, 1029743, 6039859]"
1165,1535,"[1082185, 1042438, 869047, 5592931, 940766]"
1166,1536,"[1082185, 1029743, 995628, 916990, 899624]"
1167,1537,"[1082185, 1029743, 1056492, 1106523, 883202]"
1168,1539,"[1126899, 1082185, 986912, 1029743, 1106523]"
1169,1540,"[838186, 832678, 1082185, 7442008, 1106523]"
1170,1541,"[1082185, 1029743, 979707, 954966, 1080853]"
1171,1542,"[891961, 870547, 1004906, 1106523, 1082185]"
1172,1543,"[1043494, 819255, 1011926, 1029743, 1082185]"
1173,1544,"[1029743, 1106523, 1126899, 1082185, 986912]"
1174,1545,"[1082185, 1090931, 839243, 1106523, 1029743]"
1175,1546,"[917816, 1091520, 1082185, 1132771, 1122568]"
1176,1547,"[7166865, 823862, 1029743, 1082185, 1106523]"
1177,1548,"[9884698, 1082185, 1042438, 1096794, 1029743]"
1178,1549,"[1082185, 9575582, 1076056, 1022254, 1051516]"
1179,1550,"[1082185, 1106523, 1029743, 1131344, 12301100]"
1180,1552,"[839243, 1029743, 944836, 1082185, 1106523]"
1181,1555,"[1029743, 1082185, 1126899, 1106523, 1068719]"
1182,1556,"[1082185, 999714, 902396, 899624, 1029743]"
1183,1557,"[1082185, 1106523, 825731, 1110409, 829001]"
1184,1558,"[1030093, 1082185, 997796, 866211, 1120928]"
1185,1559,"[1082990, 1001266, 1075368, 1106523, 1082185]"
1186,1560,"[1021519, 1082185, 1029743, 995628, 1068719]"
1187,1563,"[1082185, 951412, 1029743, 976199, 864279]"
1188,1564,"[819255, 1029743, 986912, 854852, 1082185]"
1189,1565,"[1126899, 986912, 1019637, 1082185, 1029743]"
1190,1566,"[1005274, 1082185, 963835, 1046756, 1035676]"
1191,1567,"[1082185, 825343, 1068719, 934639, 1106523]"
1192,1568,"[1082185, 890610, 925862, 6424472, 899624]"
1193,1570,"[1082185, 839243, 879876, 1106523, 1046957]"
1194,1572,"[967461, 1005274, 1019643, 7155863, 7139529]"
1195,1574,"[13381584, 825343, 947798, 1082185, 1029743]"
1196,1575,"[1060705, 1082185, 979707, 13071902, 1110409]"
1197,1576,"[965693, 1029743, 1082185, 948650, 1106523]"
1198,1577,"[997796, 5570048, 1029743, 885023, 6533608]"
1199,1578,"[1082185, 885023, 1029743, 8090532, 965766]"
1200,1579,"[856252, 1029743, 1068719, 1082185, 8090532]"
1201,1580,"[1082185, 1024051, 1029743, 979707, 965766]"
1202,1581,"[6602729, 1082185, 1029743, 1106523, 845208]"
1203,1584,"[1028891, 1106523, 1029743, 899624, 957736]"
1204,1585,"[14106445, 1110409, 1082185, 854852, 5568729]"
1205,1586,"[1029743, 1106523, 986912, 916122, 1082185]"
1206,1587,"[1021519, 919534, 965842, 1029743, 1082185]"
1207,1588,"[1082185, 866211, 1022254, 979707, 1106523]"
1208,1590,"[1028891, 1082185, 839243, 944836, 907099]"
1209,1591,"[1082185, 854852, 1068719, 837270, 890695]"
1210,1592,"[9884698, 830503, 883940, 884945, 1002771]"
1211,1593,"[1033403, 869728, 986912, 1082185, 1106523]"
1212,1594,"[1044188, 5590613, 924531, 1000050, 1029743]"
1213,1595,"[959316, 883202, 902396, 1072968, 1082185]"
1214,1596,"[904129, 1058404, 1051211, 13071902, 981086]"
1215,1598,"[1029743, 916122, 1106523, 1044078, 1101010]"
1216,1599,"[1043920, 1099089, 1068719, 904997, 1082185]"
1217,1602,"[1046756, 1082185, 1005456, 1060705, 1137688]"
1218,1604,"[1051211, 1082185, 5569230, 832678, 1106523]"
1219,1605,"[1126899, 1070820, 1106523, 1082185, 1019637]"
1220,1607,"[1138443, 1082185, 1106523, 1044078, 1029743]"
1221,1609,"[1082185, 1042438, 1029743, 866211, 964521]"
1222,1611,"[931255, 9487606, 1037840, 986912, 1106523]"
1223,1612,"[935393, 1082185, 1106523, 1070820, 968072]"
1224,1613,"[1027068, 7155863, 1082185, 1072968, 1029743]"
1225,1614,"[1126899, 1051323, 986912, 1019637, 1029743]"
1226,1618,"[1082185, 944836, 1029743, 903350, 878996]"
1227,1619,"[841309, 1082185, 1060705, 934639, 834117]"
1228,1620,"[1068719, 1106523, 899624, 1082185, 1029743]"
1229,1621,"[1101010, 1099089, 1082185, 1106523, 1002850]"
1230,1622,"[6463710, 890610, 1082185, 1029743, 1006342]"
1231,1623,"[895930, 1101010, 1068719, 1106523, 1029743]"
1232,1624,"[1082185, 1106523, 1068719, 956486, 1026118]"
1233,1625,"[1015280, 892503, 1035676, 953561, 898466]"
1234,1627,"[902396, 1082185, 1029743, 1068719, 980823]"
1235,1629,"[1029743, 997796, 1082185, 1106523, 899624]"
1236,1630,"[895166, 5585510, 1082185, 1068719, 1135552]"
1237,1631,"[1082185, 1035676, 970747, 967461, 825343]"
1238,1632,"[1029743, 1126899, 986912, 1019637, 1082185]"
1239,1633,"[1082185, 1028891, 1029743, 1101010, 899624]"
1240,1634,"[1082185, 1029743, 866755, 944836, 8090537]"
1241,1635,"[1126899, 1082185, 1029743, 1106523, 1138443]"
1242,1637,"[948298, 986912, 1029743, 971922, 1106523]"
1243,1638,"[1106523, 1070820, 1029743, 1082185, 986912]"
1244,1639,"[1123842, 1030093, 944486, 917816, 844462]"
1245,1640,"[845265, 1082185, 1029743, 1106523, 1136375]"
1246,1642,"[1082185, 1106523, 1008547, 845208, 1105488]"
1247,1643,"[9524291, 1106523, 1029743, 1070820, 1082185]"
1248,1644,"[986912, 1106523, 1126899, 5569230, 1029743]"
1249,1647,"[1082185, 1126899, 1029743, 1106523, 986912]"
1250,1648,"[1082185, 1106523, 1029743, 1126899, 1070820]"
1251,1649,"[1082185, 1112205, 6633210, 999104, 1022254]"
1252,1650,"[1097418, 1082185, 866211, 1029743, 940947]"
1253,1651,"[1055504, 845208, 901062, 1082185, 1106523]"
1254,1653,"[1082185, 1005274, 848319, 1104343, 1117514]"
1255,1654,"[1011457, 1082185, 5592931, 1029743, 1106523]"
1256,1656,"[6533362, 986912, 1029743, 1126899, 1106523]"
1257,1657,"[1106523, 1082185, 1029743, 1044078, 916122]"
1258,1658,"[979707, 1004906, 1082185, 963727, 1106523]"
1259,1659,"[1015785, 1082185, 879876, 1102949, 1087102]"
1260,1660,"[827919, 825365, 1082185, 1029743, 1106523]"
1261,1661,"[951412, 1082185, 9187298, 1003487, 933067]"
1262,1662,"[1082185, 892503, 951412, 5577022, 1055425]"
1263,1663,"[1062128, 1029743, 1082185, 862682, 916122]"
1264,1664,"[902396, 8090537, 8090532, 976199, 870547]"
1265,1665,"[5568721, 1029743, 1082185, 1106523, 923673]"
1266,1666,"[1122358, 1029743, 1070820, 986912, 1126899]"
1267,1667,"[986912, 1106523, 1029743, 1082185, 1126899]"
1268,1668,"[885023, 961979, 856942, 1082185, 1068719]"
1269,1671,"[1019247, 932863, 878285, 1082185, 1029743]"
1270,1672,"[1029743, 5592931, 1011457, 989069, 1106523]"
1271,1673,"[863762, 1082185, 1029743, 1106523, 12301100]"
1272,1676,"[1082185, 921504, 8090532, 925862, 1006878]"
1273,1677,"[1029743, 1082185, 5568489, 1053628, 1082454]"
1274,1678,"[1029743, 1056509, 5981267, 1082185, 1037863]"
1275,1679,"[1082185, 1082212, 8019977, 952698, 1029743]"
1276,1680,"[1082185, 1126899, 1029743, 986912, 1106523]"
1277,1681,"[1082185, 837751, 9487885, 1029743, 901776]"
1278,1683,"[9187298, 837304, 5574377, 1062128, 1082185]"
1279,1684,"[1106523, 1029743, 1082185, 825365, 1126899]"
1280,1685,"[1005274, 976199, 5570882, 1029743, 1082185]"
1281,1686,"[914577, 1106523, 1043751, 1082185, 986912]"
1282,1687,"[976199, 1055504, 1082185, 12301109, 5995603]"
1283,1689,"[1082185, 1133254, 965766, 1106523, 1000753]"
1284,1690,"[1082185, 1106523, 1068719, 1038663, 13841744]"
1285,1691,"[1101010, 862799, 1082185, 1067695, 849202]"
1286,1692,"[1044188, 844179, 1076056, 1082185, 1029743]"
1287,1693,"[1082185, 9884698, 951412, 1070845, 5592610]"
1288,1694,"[895166, 983584, 8090537, 1103105, 854900]"
1289,1695,"[1082185, 1022254, 1070820, 1106523, 1126899]"
1290,1697,"[1106523, 1044078, 1029743, 1082185, 916122]"
1291,1698,"[1082185, 1094308, 1068719, 1027068, 999779]"
1292,1699,"[993638, 1070820, 1106523, 1029743, 1126899]"
1293,1700,"[1099089, 1025611, 941856, 8090537, 5568378]"
1294,1702,"[1101010, 1042438, 1106523, 844179, 899624]"
1295,1703,"[1098435, 1101010, 1067695, 956486, 5590613]"
1296,1704,"[6424472, 6424471, 1082185, 5592931, 1029743]"
1297,1705,"[1131344, 5592931, 1068719, 1029743, 1044078]"
1298,1706,"[986912, 1029743, 1126899, 1070820, 1082185]"
1299,1707,"[1082185, 1050851, 1029743, 979707, 1106523]"
1300,1708,"[1002850, 6534480, 12648296, 1030981, 874972]"
1301,1710,"[1082185, 1006878, 1029743, 820301, 1106523]"
1302,1712,"[5568721, 1082185, 1106523, 848029, 1126899]"
1303,1713,"[851188, 835973, 1082185, 924531, 5569230]"
1304,1715,"[951412, 1076580, 1123842, 1082185, 924531]"
1305,1716,"[12302069, 7168058, 1029743, 1082185, 1004906]"
1306,1717,"[1055425, 1029743, 951190, 1068719, 828106]"
1307,1718,"[1106523, 1029743, 1082185, 979707, 880150]"
1308,1719,"[1099089, 1106523, 1029743, 1082185, 1103105]"
1309,1720,"[1002850, 7155863, 1055425, 1135552, 12384779]"
1310,1721,"[1082185, 1029743, 979707, 999270, 1106523]"
1311,1722,"[1082185, 951412, 1022254, 1098248, 1006342]"
1312,1723,"[1101010, 1082185, 1008547, 1068292, 1098844]"
1313,1724,"[1029743, 1106523, 1126899, 1082185, 916122]"
1314,1726,"[1057102, 1082185, 10150194, 6633210, 12384779]"
1315,1728,"[823775, 1029743, 1082185, 8020234, 1106523]"
1316,1729,"[1082185, 1029743, 1037840, 1106523, 1070820]"
1317,1730,"[1126899, 1029743, 901062, 1082185, 1044078]"
1318,1731,"[1082185, 1029743, 1109778, 1076056, 947798]"
1319,1732,"[976199, 833724, 959316, 1130375, 1029743]"
1320,1733,"[894439, 850102, 874972, 1029743, 1082185]"
1321,1735,"[1082990, 1082185, 935393, 1123842, 1029743]"
1322,1737,"[1082185, 1106523, 1029743, 901062, 916122]"
1323,1738,"[925178, 6463742, 1029743, 1082185, 1106523]"
1324,1739,"[923673, 1106523, 1082185, 965766, 5568378]"
1325,1740,"[1082185, 8273833, 860248, 1130458, 5591083]"
1326,1742,"[864335, 1119860, 846823, 1082185, 1029743]"
1327,1743,"[1082185, 1138443, 1106523, 1044078, 1029743]"
1328,1744,"[1106523, 1082185, 1082212, 916758, 836445]"
1329,1745,"[1082185, 1029743, 1106271, 1106523, 979707]"
1330,1746,"[1082185, 907631, 1106523, 1004906, 835098]"
1331,1747,"[885023, 1068719, 1082185, 1106523, 871061]"
1332,1748,"[1082185, 887474, 1028995, 5590613, 983584]"
1333,1749,"[1037332, 1009719, 1131488, 903350, 1082185]"
1334,1751,"[1082185, 1029743, 1004906, 1018007, 1106523]"
1335,1752,"[1068719, 865456, 8090537, 1027168, 845208]"
1336,1753,"[851287, 1067695, 8090537, 1082185, 1029743]"
1337,1754,"[5585510, 1024051, 849202, 1029743, 1068292]"
1338,1755,"[925862, 829291, 1082185, 916122, 1029743]"
1339,1758,"[1115553, 1128812, 1082185, 841309, 1068719]"
1340,1759,"[1082185, 1068719, 903350, 5590613, 880150]"
1341,1760,"[983584, 1029743, 1004906, 906838, 1082185]"
1342,1761,"[1130375, 993638, 854852, 932340, 1106523]"
1343,1762,"[1082185, 9884698, 1042907, 1138467, 1029743]"
